id,task_type,src,dst,label
edge_2627_1945,link,2627,1945,1
edge_128_2347,link,128,2347,1
edge_462_1285,link,462,1285,1
edge_2176_1406,link,2176,1406,1
edge_2620_1074,link,2620,1074,1
edge_1284_1109,link,1284,1109,1
edge_102_1088,link,102,1088,1
edge_845_535,link,845,535,1
edge_366_1476,link,366,1476,1
edge_2691_1944,link,2691,1944,1
edge_742_949,link,742,949,1
edge_1489_2345,link,1489,2345,1
edge_2567_1694,link,2567,1694,1
edge_1438_2144,link,1438,2144,1
edge_2678_1665,link,2678,1665,1
edge_480_2014,link,480,2014,1
edge_506_1573,link,506,1573,1
edge_1945_1049,link,1945,1049,1
edge_1512_2640,link,1512,2640,1
edge_327_1992,link,327,1992,1
edge_1398_2150,link,1398,2150,1
edge_2491_1811,link,2491,1811,1
edge_948_646,link,948,646,1
edge_1577_2410,link,1577,2410,1
edge_1280_1467,link,1280,1467,1
edge_2664_2187,link,2664,2187,1
edge_1710_1658,link,1710,1658,1
edge_1987_135,link,1987,135,1
edge_1108_1932,link,1108,1932,1
edge_2510_626,link,2510,626,1
edge_288_2577,link,288,2577,1
edge_1737_1727,link,1737,1727,1
edge_2094_2331,link,2094,2331,1
edge_1037_312,link,1037,312,1
edge_2053_1284,link,2053,1284,1
edge_2175_1752,link,2175,1752,1
edge_462_2287,link,462,2287,1
edge_1284_2491,link,1284,2491,1
edge_1911_778,link,1911,778,1
edge_1190_1067,link,1190,1067,1
edge_34_2502,link,34,2502,1
edge_1645_1771,link,1645,1771,1
edge_1965_667,link,1965,667,1
edge_788_2384,link,788,2384,1
edge_407_2147,link,407,2147,1
edge_2577_2282,link,2577,2282,1
edge_2542_1157,link,2542,1157,1
edge_2497_1336,link,2497,1336,1
edge_2344_1351,link,2344,1351,1
edge_619_187,link,619,187,1
edge_2048_2226,link,2048,2226,1
edge_2456_301,link,2456,301,1
edge_2174_2584,link,2174,2584,1
edge_251_828,link,251,828,1
edge_401_2361,link,401,2361,1
edge_495_208,link,495,208,1
edge_92_1022,link,92,1022,1
edge_335_203,link,335,203,1
edge_796_1295,link,796,1295,1
edge_1955_1991,link,1955,1991,1
edge_2637_2241,link,2637,2241,1
edge_2376_1109,link,2376,1109,1
edge_1811_2395,link,1811,2395,1
edge_2626_212,link,2626,212,1
edge_312_1964,link,312,1964,1
edge_2501_2159,link,2501,2159,1
edge_788_2427,link,788,2427,1
edge_839_784,link,839,784,1
edge_1187_1983,link,1187,1983,1
edge_758_1332,link,758,1332,1
edge_1710_578,link,1710,578,1
edge_225_2074,link,225,2074,1
edge_210_2512,link,210,2512,1
edge_2038_1529,link,2038,1529,1
edge_614_950,link,614,950,1
edge_52_365,link,52,365,1
edge_2640_1512,link,2640,1512,1
edge_2065_329,link,2065,329,1
edge_323_814,link,323,814,1
edge_1989_1626,link,1989,1626,1
edge_488_2417,link,488,2417,1
edge_2577_1260,link,2577,1260,1
edge_2281_1232,link,2281,1232,1
edge_2256_1525,link,2256,1525,1
edge_2155_2370,link,2155,2370,1
edge_874_2392,link,874,2392,1
edge_52_2033,link,52,2033,1
edge_1681_1507,link,1681,1507,1
edge_1135_265,link,1135,265,1
edge_154_1915,link,154,1915,1
edge_2036_2167,link,2036,2167,1
edge_1360_2462,link,1360,2462,1
edge_1654_374,link,1654,374,1
edge_691_2327,link,691,2327,1
edge_636_1370,link,636,1370,1
edge_1950_1581,link,1950,1581,1
edge_1222_239,link,1222,239,1
edge_23_2647,link,23,2647,1
edge_889_2468,link,889,2468,1
edge_701_2246,link,701,2246,1
edge_1681_1803,link,1681,1803,1
edge_1848_762,link,1848,762,1
edge_178_1165,link,178,1165,1
edge_441_2388,link,441,2388,1
edge_223_1681,link,223,1681,1
edge_913_1873,link,913,1873,1
edge_1476_2210,link,1476,2210,1
edge_2658_1831,link,2658,1831,1
edge_894_2024,link,894,2024,1
edge_1409_99,link,1409,99,1
edge_2480_1699,link,2480,1699,1
edge_1241_2101,link,1241,2101,1
edge_2388_1254,link,2388,1254,1
edge_1825_386,link,1825,386,1
edge_135_268,link,135,268,1
edge_1681_2421,link,1681,2421,1
edge_724_312,link,724,312,1
edge_1281_1818,link,1281,1818,1
edge_1527_1878,link,1527,1878,1
edge_289_2309,link,289,2309,1
edge_2156_614,link,2156,614,1
edge_711_163,link,711,163,1
edge_1265_1615,link,1265,1615,1
edge_2563_930,link,2563,930,1
edge_1961_1694,link,1961,1694,1
edge_93_2269,link,93,2269,1
edge_1284_1745,link,1284,1745,1
edge_498_2492,link,498,2492,1
edge_1634_670,link,1634,670,1
edge_1106_2664,link,1106,2664,1
edge_2595_56,link,2595,56,1
edge_780_259,link,780,259,1
edge_57_1868,link,57,1868,1
edge_2535_1607,link,2535,1607,1
edge_1428_255,link,1428,255,1
edge_2490_1287,link,2490,1287,1
edge_1637_93,link,1637,93,1
edge_1115_399,link,1115,399,1
edge_1251_1800,link,1251,1800,1
edge_1170_1033,link,1170,1033,1
edge_2525_176,link,2525,176,1
edge_1752_2197,link,1752,2197,1
edge_2072_969,link,2072,969,1
edge_1723_1914,link,1723,1914,1
edge_2577_294,link,2577,294,1
edge_1169_2446,link,1169,2446,1
edge_1284_547,link,1284,547,1
edge_2508_1708,link,2508,1708,1
edge_1474_1975,link,1474,1975,1
edge_777_2672,link,777,2672,1
edge_440_2573,link,440,2573,1
edge_1295_746,link,1295,746,1
edge_254_256,link,254,256,1
edge_2440_2347,link,2440,2347,1
edge_627_657,link,627,657,1
edge_2232_2225,link,2232,2225,1
edge_1317_1300,link,1317,1300,1
edge_84_835,link,84,835,1
edge_2700_2289,link,2700,2289,1
edge_1154_403,link,1154,403,1
edge_1317_2591,link,1317,2591,1
edge_9_867,link,9,867,1
edge_2164_1364,link,2164,1364,1
edge_2245_1118,link,2245,1118,1
edge_2204_1971,link,2204,1971,1
edge_1719_1105,link,1719,1105,1
edge_886_577,link,886,577,1
edge_2225_1618,link,2225,1618,1
edge_1538_1920,link,1538,1920,1
edge_705_1536,link,705,1536,1
edge_1425_851,link,1425,851,1
edge_1630_1820,link,1630,1820,1
edge_374_2285,link,374,2285,1
edge_2657_1075,link,2657,1075,1
edge_2058_15,link,2058,15,1
edge_1537_1371,link,1537,1371,1
edge_1402_1842,link,1402,1842,1
edge_197_36,link,197,36,1
edge_860_1225,link,860,1225,1
edge_813_2610,link,813,2610,1
edge_501_1557,link,501,1557,1
edge_1716_2332,link,1716,2332,1
edge_522_894,link,522,894,1
edge_899_498,link,899,498,1
edge_968_479,link,968,479,1
edge_1025_1284,link,1025,1284,1
edge_2584_52,link,2584,52,1
edge_325_712,link,325,712,1
edge_376_1655,link,376,1655,1
edge_1550_2145,link,1550,2145,1
edge_1362_1440,link,1362,1440,1
edge_180_204,link,180,204,1
edge_573_355,link,573,355,1
edge_1710_2216,link,1710,2216,1
edge_1239_801,link,1239,801,1
edge_1914_1877,link,1914,1877,1
edge_1818_1252,link,1818,1252,1
edge_1159_1015,link,1159,1015,1
edge_2055_2416,link,2055,2416,1
edge_1668_1656,link,1668,1656,1
edge_394_1284,link,394,1284,1
edge_779_502,link,779,502,1
edge_1414_1583,link,1414,1583,1
edge_197_1824,link,197,1824,1
edge_1235_1547,link,1235,1547,1
edge_1225_2665,link,1225,2665,1
edge_2250_1335,link,2250,1335,1
edge_2212_1722,link,2212,1722,1
edge_374_570,link,374,570,1
edge_1085_2584,link,1085,2584,1
edge_2644_1659,link,2644,1659,1
edge_721_2526,link,721,2526,1
edge_2577_2426,link,2577,2426,1
edge_2491_1284,link,2491,1284,1
edge_1761_1468,link,1761,1468,1
edge_628_2516,link,628,2516,1
edge_798_833,link,798,833,1
edge_1681_1446,link,1681,1446,1
edge_2388_2030,link,2388,2030,1
edge_1759_1917,link,1759,1917,1
edge_532_1432,link,532,1432,1
edge_1047_776,link,1047,776,1
edge_1233_1811,link,1233,1811,1
edge_1353_186,link,1353,186,1
edge_2577_1771,link,2577,1771,1
edge_2557_343,link,2557,343,1
edge_2188_1763,link,2188,1763,1
edge_622_1710,link,622,1710,1
edge_1329_826,link,1329,826,1
edge_1265_2177,link,1265,2177,1
edge_1223_1811,link,1223,1811,1
edge_2577_1120,link,2577,1120,1
edge_1143_558,link,1143,558,1
edge_2600_116,link,2600,116,1
edge_2646_544,link,2646,544,1
edge_472_1534,link,472,1534,1
edge_867_1838,link,867,1838,1
edge_138_319,link,138,319,1
edge_2180_1412,link,2180,1412,1
edge_2142_1470,link,2142,1470,1
edge_777_767,link,777,767,1
edge_1770_184,link,1770,184,1
edge_1118_2174,link,1118,2174,1
edge_2124_997,link,2124,997,1
edge_783_1959,link,783,1959,1
edge_99_1105,link,99,1105,1
edge_237_2330,link,237,2330,1
edge_1545_834,link,1545,834,1
edge_1325_2606,link,1325,2606,1
edge_1600_1617,link,1600,1617,1
edge_1294_1582,link,1294,1582,1
edge_725_2590,link,725,2590,1
edge_957_2177,link,957,2177,1
edge_416_404,link,416,404,1
edge_1331_1909,link,1331,1909,1
edge_2439_1405,link,2439,1405,1
edge_92_403,link,92,403,1
edge_546_2690,link,546,2690,1
edge_227_2434,link,227,2434,1
edge_690_1592,link,690,1592,1
edge_2577_929,link,2577,929,1
edge_1333_850,link,1333,850,1
edge_2538_776,link,2538,776,1
edge_302_1671,link,302,1671,1
edge_606_2611,link,606,2611,1
edge_2522_866,link,2522,866,1
edge_1665_12,link,1665,12,1
edge_738_777,link,738,777,1
edge_2004_1000,link,2004,1000,1
edge_1284_1393,link,1284,1393,1
edge_319_1691,link,319,1691,1
edge_890_457,link,890,457,1
edge_2472_1927,link,2472,1927,1
edge_390_1850,link,390,1850,1
edge_1169_1403,link,1169,1403,1
edge_1067_2562,link,1067,2562,1
edge_2600_2154,link,2600,2154,1
edge_2026_1740,link,2026,1740,1
edge_2424_314,link,2424,314,1
edge_2448_2616,link,2448,2616,1
edge_2290_1586,link,2290,1586,1
edge_1818_2001,link,1818,2001,1
edge_1936_1492,link,1936,1492,1
edge_1905_1694,link,1905,1694,1
edge_1123_2227,link,1123,2227,1
edge_2584_716,link,2584,716,1
edge_816_2338,link,816,2338,1
edge_2487_1368,link,2487,1368,1
edge_341_359,link,341,359,1
edge_407_2050,link,407,2050,1
edge_635_431,link,635,431,1
edge_390_2490,link,390,2490,1
edge_1365_2018,link,1365,2018,1
edge_1816_2215,link,1816,2215,1
edge_2360_211,link,2360,211,1
edge_1189_1204,link,1189,1204,1
edge_2344_938,link,2344,938,1
edge_233_2323,link,233,2323,1
edge_2675_1799,link,2675,1799,1
edge_2528_2044,link,2528,2044,1
edge_1871_1290,link,1871,1290,1
edge_2351_568,link,2351,568,1
edge_978_701,link,978,701,1
edge_2560_223,link,2560,223,1
edge_840_2577,link,840,2577,1
edge_2388_827,link,2388,827,1
edge_2576_465,link,2576,465,1
edge_450_2672,link,450,2672,1
edge_1176_1177,link,1176,1177,1
edge_93_1556,link,93,1556,1
edge_1973_1264,link,1973,1264,1
edge_1747_2488,link,1747,2488,1
edge_1526_324,link,1526,324,1
edge_2285_2376,link,2285,2376,1
edge_1459_427,link,1459,427,1
edge_166_1704,link,166,1704,1
edge_924_1224,link,924,1224,1
edge_732_2289,link,732,2289,1
edge_984_1764,link,984,1764,1
edge_12_2345,link,12,2345,1
edge_9_1602,link,9,1602,1
edge_2063_1710,link,2063,1710,1
edge_2683_1491,link,2683,1491,1
edge_589_1098,link,589,1098,1
edge_2087_1115,link,2087,1115,1
edge_1387_1550,link,1387,1550,1
edge_249_910,link,249,910,1
edge_1898_2071,link,1898,2071,1
edge_908_649,link,908,649,1
edge_2577_1277,link,2577,1277,1
edge_961_324,link,961,324,1
edge_1325_1991,link,1325,1991,1
edge_2330_2033,link,2330,2033,1
edge_2072_1980,link,2072,1980,1
edge_1028_578,link,1028,578,1
edge_1398_2238,link,1398,2238,1
edge_2577_2514,link,2577,2514,1
edge_2090_646,link,2090,646,1
edge_1231_2388,link,1231,2388,1
edge_435_2542,link,435,2542,1
edge_2480_616,link,2480,616,1
edge_1498_1023,link,1498,1023,1
edge_59_335,link,59,335,1
edge_2386_1962,link,2386,1962,1
edge_2631_1878,link,2631,1878,1
edge_1169_2035,link,1169,2035,1
edge_426_1885,link,426,1885,1
edge_1762_2577,link,1762,2577,1
edge_888_2502,link,888,2502,1
edge_1376_1155,link,1376,1155,1
edge_1420_1307,link,1420,1307,1
edge_592_1009,link,592,1009,1
edge_1491_1748,link,1491,1748,1
edge_1997_1788,link,1997,1788,1
edge_1462_19,link,1462,19,1
edge_1989_1873,link,1989,1873,1
edge_1425_209,link,1425,209,1
edge_1665_1196,link,1665,1196,1
edge_333_2072,link,333,2072,1
edge_113_2577,link,113,2577,1
edge_2406_932,link,2406,932,1
edge_447_2087,link,447,2087,1
edge_318_1451,link,318,1451,1
edge_631_2604,link,631,2604,1
edge_76_649,link,76,649,1
edge_50_2704,link,50,2704,1
edge_1098_589,link,1098,589,1
edge_1444_1325,link,1444,1325,1
edge_869_1801,link,869,1801,1
edge_453_2265,link,453,2265,1
edge_1293_2618,link,1293,2618,1
edge_1672_438,link,1672,438,1
edge_422_372,link,422,372,1
edge_471_2456,link,471,2456,1
edge_235_1203,link,235,1203,1
edge_2577_409,link,2577,409,1
edge_1333_1816,link,1333,1816,1
edge_254_2408,link,254,2408,1
edge_2439_2218,link,2439,2218,1
edge_2614_970,link,2614,970,1
edge_1525_739,link,1525,739,1
edge_416_1848,link,416,1848,1
edge_562_1899,link,562,1899,1
edge_2132_4,link,2132,4,1
edge_1106_2128,link,1106,2128,1
edge_1867_2281,link,1867,2281,1
edge_2076_293,link,2076,293,1
edge_1816_1710,link,1816,1710,1
edge_1920_1538,link,1920,1538,1
edge_2480_1859,link,2480,1859,1
edge_1766_136,link,1766,136,1
edge_1053_407,link,1053,407,1
edge_723_2515,link,723,2515,1
edge_1722_2212,link,1722,2212,1
edge_2125_2092,link,2125,2092,1
edge_2488_1049,link,2488,1049,1
edge_1914_1440,link,1914,1440,1
edge_2073_1596,link,2073,1596,1
edge_1196_2674,link,1196,2674,1
edge_2330_2666,link,2330,2666,1
edge_584_894,link,584,894,1
edge_1965_1284,link,1965,1284,1
edge_1020_1345,link,1020,1345,1
edge_1123_2274,link,1123,2274,1
edge_2323_133,link,2323,133,1
edge_2065_1816,link,2065,1816,1
edge_1333_2065,link,1333,2065,1
edge_843_2315,link,843,2315,1
edge_157_1346,link,157,1346,1
edge_2597_390,link,2597,390,1
edge_1316_193,link,1316,193,1
edge_389_1581,link,389,1581,1
edge_141_1222,link,141,1222,1
edge_1224_145,link,1224,145,1
edge_498_2115,link,498,2115,1
edge_217_1169,link,217,1169,1
edge_1616_874,link,1616,874,1
edge_1120_2700,link,1120,2700,1
edge_1570_1850,link,1570,1850,1
edge_1061_1335,link,1061,1335,1
edge_1203_541,link,1203,541,1
edge_2624_1505,link,2624,1505,1
edge_574_438,link,574,438,1
edge_1809_300,link,1809,300,1
edge_2055_1654,link,2055,1654,1
edge_138_2071,link,138,2071,1
edge_2677_67,link,2677,67,1
edge_2377_441,link,2377,441,1
edge_1887_2231,link,1887,2231,1
edge_415_1971,link,415,1971,1
edge_1804_582,link,1804,582,1
edge_334_989,link,334,989,1
edge_2515_408,link,2515,408,1
edge_194_1737,link,194,1737,1
edge_927_388,link,927,388,1
edge_1224_2095,link,1224,2095,1
edge_2418_203,link,2418,203,1
edge_395_2269,link,395,2269,1
edge_1284_771,link,1284,771,1
edge_2456_471,link,2456,471,1
edge_328_1429,link,328,1429,1
edge_2128_1599,link,2128,1599,1
edge_498_2584,link,498,2584,1
edge_984_2394,link,984,2394,1
edge_1971_1821,link,1971,1821,1
edge_2269_2604,link,2269,2604,1
edge_141_77,link,141,77,1
edge_66_1169,link,66,1169,1
edge_141_612,link,141,612,1
edge_2296_1455,link,2296,1455,1
edge_1963_2247,link,1963,2247,1
edge_1659_1013,link,1659,1013,1
edge_1368_2637,link,1368,2637,1
edge_1816_2413,link,1816,2413,1
edge_1490_2147,link,1490,2147,1
edge_470_518,link,470,518,1
edge_1672_1003,link,1672,1003,1
edge_1503_2582,link,1503,2582,1
edge_2296_67,link,2296,67,1
edge_225_2073,link,225,2073,1
edge_2103_2561,link,2103,2561,1
edge_2086_1953,link,2086,1953,1
edge_769_1685,link,769,1685,1
edge_2577_49,link,2577,49,1
edge_2405_1974,link,2405,1974,1
edge_1261_682,link,1261,682,1
edge_88_1202,link,88,1202,1
edge_213_2494,link,213,2494,1
edge_979_223,link,979,223,1
edge_224_531,link,224,531,1
edge_678_1144,link,678,1144,1
edge_2577_150,link,2577,150,1
edge_701_1907,link,701,1907,1
edge_1580_1590,link,1580,1590,1
edge_1551_1786,link,1551,1786,1
edge_1199_768,link,1199,768,1
edge_586_2002,link,586,2002,1
edge_1924_1914,link,1924,1914,1
edge_2572_2564,link,2572,2564,1
edge_103_253,link,103,253,1
edge_1788_810,link,1788,810,1
edge_356_2341,link,356,2341,1
edge_513_934,link,513,934,1
edge_1714_1023,link,1714,1023,1
edge_170_1284,link,170,1284,1
edge_1080_587,link,1080,587,1
edge_1148_1543,link,1148,1543,1
edge_435_1665,link,435,1665,1
edge_1557_0,link,1557,0,1
edge_506_1397,link,506,1397,1
edge_523_1811,link,523,1811,1
edge_932_33,link,932,33,1
edge_2388_925,link,2388,925,1
edge_1200_1970,link,1200,1970,1
edge_2637_649,link,2637,649,1
edge_102_4,link,102,4,1
edge_528_746,link,528,746,1
edge_1099_414,link,1099,414,1
edge_2106_557,link,2106,557,1
edge_1211_2691,link,1211,2691,1
edge_343_1262,link,343,1262,1
edge_2269_75,link,2269,75,1
edge_2666_2516,link,2666,2516,1
edge_1840_97,link,1840,97,1
edge_1581_1113,link,1581,1113,1
edge_398_321,link,398,321,1
edge_917_2218,link,917,2218,1
edge_1229_1759,link,1229,1759,1
edge_1826_1309,link,1826,1309,1
edge_777_231,link,777,231,1
edge_1225_2242,link,1225,2242,1
edge_2476_483,link,2476,483,1
edge_2637_2611,link,2637,2611,1
edge_2590_239,link,2590,239,1
edge_1124_2501,link,1124,2501,1
edge_2349_2437,link,2349,2437,1
edge_1188_52,link,1188,52,1
edge_1699_1201,link,1699,1201,1
edge_2150_1398,link,2150,1398,1
edge_1576_1625,link,1576,1625,1
edge_1108_870,link,1108,870,1
edge_294_1669,link,294,1669,1
edge_1813_2318,link,1813,2318,1
edge_2577_386,link,2577,386,1
edge_2249_104,link,2249,104,1
edge_549_823,link,549,823,1
edge_1118_498,link,1118,498,1
edge_2586_476,link,2586,476,1
edge_2577_535,link,2577,535,1
edge_528_2573,link,528,2573,1
edge_1421_1047,link,1421,1047,1
edge_569_390,link,569,390,1
edge_403_92,link,403,92,1
edge_2029_2392,link,2029,2392,1
edge_188_610,link,188,610,1
edge_49_2577,link,49,2577,1
edge_1134_2649,link,1134,2649,1
edge_66_253,link,66,253,1
edge_2204_2646,link,2204,2646,1
edge_1201_1785,link,1201,1785,1
edge_2055_1514,link,2055,1514,1
edge_752_2624,link,752,2624,1
edge_2027_1152,link,2027,1152,1
edge_2114_754,link,2114,754,1
edge_561_1178,link,561,1178,1
edge_1140_135,link,1140,135,1
edge_2584_2245,link,2584,2245,1
edge_2079_1280,link,2079,1280,1
edge_1287_1531,link,1287,1531,1
edge_1440_1362,link,1440,1362,1
edge_1957_2650,link,1957,2650,1
edge_1521_533,link,1521,533,1
edge_1720_2582,link,1720,2582,1
edge_1428_1536,link,1428,1536,1
edge_2577_893,link,2577,893,1
edge_1411_1520,link,1411,1520,1
edge_1600_643,link,1600,643,1
edge_2577_1644,link,2577,1644,1
edge_2330_163,link,2330,163,1
edge_1266_2611,link,1266,2611,1
edge_1132_609,link,1132,609,1
edge_2345_1729,link,2345,1729,1
edge_185_723,link,185,723,1
edge_350_1466,link,350,1466,1
edge_754_2114,link,754,2114,1
edge_1572_302,link,1572,302,1
edge_534_1134,link,534,1134,1
edge_1067_2089,link,1067,2089,1
edge_949_1859,link,949,1859,1
edge_413_2577,link,413,2577,1
edge_92_1288,link,92,1288,1
edge_644_2345,link,644,2345,1
edge_1105_2495,link,1105,2495,1
edge_2641_2605,link,2641,2605,1
edge_1402_240,link,1402,240,1
edge_1123_1433,link,1123,1433,1
edge_612_1245,link,612,1245,1
edge_2095_2656,link,2095,2656,1
edge_2140_510,link,2140,510,1
edge_2614_302,link,2614,302,1
edge_1412_1595,link,1412,1595,1
edge_240_426,link,240,426,1
edge_1681_933,link,1681,933,1
edge_2023_2160,link,2023,2160,1
edge_1894_2149,link,1894,2149,1
edge_99_2259,link,99,2259,1
edge_1978_1887,link,1978,1887,1
edge_1655_2379,link,1655,2379,1
edge_1691_2010,link,1691,2010,1
edge_1407_2147,link,1407,2147,1
edge_1734_2003,link,1734,2003,1
edge_2566_51,link,2566,51,1
edge_1654_2055,link,1654,2055,1
edge_649_714,link,649,714,1
edge_877_1346,link,877,1346,1
edge_256_135,link,256,135,1
edge_2656_2095,link,2656,2095,1
edge_2399_677,link,2399,677,1
edge_2094_1818,link,2094,1818,1
edge_1913_1768,link,1913,1768,1
edge_2345_589,link,2345,589,1
edge_1914_445,link,1914,445,1
edge_1749_1248,link,1749,1248,1
edge_386_2577,link,386,2577,1
edge_2645_816,link,2645,816,1
edge_135_443,link,135,443,1
edge_192_1933,link,192,1933,1
edge_2148_2068,link,2148,2068,1
edge_2474_1156,link,2474,1156,1
edge_2282_2577,link,2282,2577,1
edge_814_185,link,814,185,1
edge_312_734,link,312,734,1
edge_754_1932,link,754,1932,1
edge_1233_2639,link,1233,2639,1
edge_2313_1511,link,2313,1511,1
edge_1491_207,link,1491,207,1
edge_1948_2296,link,1948,2296,1
edge_1522_130,link,1522,130,1
edge_1214_504,link,1214,504,1
edge_2191_2186,link,2191,2186,1
edge_1653_1665,link,1653,1665,1
edge_1106_1422,link,1106,1422,1
edge_1854_1284,link,1854,1284,1
edge_782_1164,link,782,1164,1
edge_732_1156,link,732,1156,1
edge_1105_1719,link,1105,1719,1
edge_1573_272,link,1573,272,1
edge_77_1222,link,77,1222,1
edge_2458_1344,link,2458,1344,1
edge_1980_1696,link,1980,1696,1
edge_1890_2249,link,1890,2249,1
edge_2577_1752,link,2577,1752,1
edge_1710_327,link,1710,327,1
edge_445_324,link,445,324,1
edge_2450_1328,link,2450,1328,1
edge_949_1770,link,949,1770,1
edge_1210_662,link,1210,662,1
edge_2573_787,link,2573,787,1
edge_1155_1124,link,1155,1124,1
edge_1309_940,link,1309,940,1
edge_1817_790,link,1817,790,1
edge_1594_386,link,1594,386,1
edge_2385_114,link,2385,114,1
edge_2240_1004,link,2240,1004,1
edge_1184_2324,link,1184,2324,1
edge_1799_1361,link,1799,1361,1
edge_1274_2388,link,1274,2388,1
edge_2245_1846,link,2245,1846,1
edge_601_358,link,601,358,1
edge_2218_917,link,2218,917,1
edge_1640_1188,link,1640,1188,1
edge_2166_314,link,2166,314,1
edge_52_899,link,52,899,1
edge_1456_1820,link,1456,1820,1
edge_1439_2299,link,1439,2299,1
edge_1225_2680,link,1225,2680,1
edge_646_1423,link,646,1423,1
edge_155_2001,link,155,2001,1
edge_386_328,link,386,328,1
edge_381_777,link,381,777,1
edge_1412_1441,link,1412,1441,1
edge_1551_2173,link,1551,2173,1
edge_1314_1839,link,1314,1839,1
edge_84_1279,link,84,1279,1
edge_121_236,link,121,236,1
edge_2324_1849,link,2324,1849,1
edge_2177_2435,link,2177,2435,1
edge_561_1895,link,561,1895,1
edge_1284_919,link,1284,919,1
edge_2244_1334,link,2244,1334,1
edge_609_1132,link,609,1132,1
edge_773_1211,link,773,1211,1
edge_692_2384,link,692,2384,1
edge_1829_240,link,1829,240,1
edge_2323_1719,link,2323,1719,1
edge_1879_823,link,1879,823,1
edge_924_2302,link,924,2302,1
edge_2218_1319,link,2218,1319,1
edge_705_754,link,705,754,1
edge_312_2218,link,312,2218,1
edge_2433_2506,link,2433,2506,1
edge_2168_1315,link,2168,1315,1
edge_91_1126,link,91,1126,1
edge_375_969,link,375,969,1
edge_1118_2245,link,1118,2245,1
edge_1368_2418,link,1368,2418,1
edge_1535_724,link,1535,724,1
edge_255_1428,link,255,1428,1
edge_1752_2524,link,1752,2524,1
edge_1096_2345,link,1096,2345,1
edge_2577_2444,link,2577,2444,1
edge_2444_435,link,2444,435,1
edge_1962_665,link,1962,665,1
edge_1481_8,link,1481,8,1
edge_2171_670,link,2171,670,1
edge_2584_2218,link,2584,2218,1
edge_2341_1433,link,2341,1433,1
edge_260_1665,link,260,1665,1
edge_1805_1436,link,1805,1436,1
edge_4_1412,link,4,1412,1
edge_40_2269,link,40,2269,1
edge_649_622,link,649,622,1
edge_38_774,link,38,774,1
edge_319_350,link,319,350,1
edge_1816_1561,link,1816,1561,1
edge_2683_1169,link,2683,1169,1
edge_2330_2358,link,2330,2358,1
edge_2517_2079,link,2517,2079,1
edge_1939_1805,link,1939,1805,1
edge_499_1952,link,499,1952,1
edge_680_1952,link,680,1952,1
edge_2561_26,link,2561,26,1
edge_1224_2297,link,1224,2297,1
edge_326_1534,link,326,1534,1
edge_1931_1150,link,1931,1150,1
edge_1602_685,link,1602,685,1
edge_321_398,link,321,398,1
edge_1811_1313,link,1811,1313,1
edge_592_1768,link,592,1768,1
edge_1944_867,link,1944,867,1
edge_926_105,link,926,105,1
edge_2279_1369,link,2279,1369,1
edge_497_602,link,497,602,1
edge_2227_2577,link,2227,2577,1
edge_1422_1278,link,1422,1278,1
edge_1583_1695,link,1583,1695,1
edge_2281_571,link,2281,571,1
edge_1665_981,link,1665,981,1
edge_984_949,link,984,949,1
edge_1668_1725,link,1668,1725,1
edge_849_715,link,849,715,1
edge_105_616,link,105,616,1
edge_359_1935,link,359,1935,1
edge_289_938,link,289,938,1
edge_2337_2628,link,2337,2628,1
edge_1616_366,link,1616,366,1
edge_1323_86,link,1323,86,1
edge_261_865,link,261,865,1
edge_1115_971,link,1115,971,1
edge_199_2141,link,199,2141,1
edge_1583_1414,link,1583,1414,1
edge_1951_687,link,1951,687,1
edge_232_2345,link,232,2345,1
edge_954_2134,link,954,2134,1
edge_563_173,link,563,173,1
edge_2450_822,link,2450,822,1
edge_2577_2149,link,2577,2149,1
edge_16_561,link,16,561,1
edge_1091_658,link,1091,658,1
edge_1572_2062,link,1572,2062,1
edge_1654_352,link,1654,352,1
edge_1189_506,link,1189,506,1
edge_805_2285,link,805,2285,1
edge_1103_852,link,1103,852,1
edge_327_1710,link,327,1710,1
edge_2465_1700,link,2465,1700,1
edge_1586_2290,link,1586,2290,1
edge_79_2515,link,79,2515,1
edge_2441_383,link,2441,383,1
edge_1156_732,link,1156,732,1
edge_841_1386,link,841,1386,1
edge_2395_1133,link,2395,1133,1
edge_1240_1716,link,1240,1716,1
edge_1365_2257,link,1365,2257,1
edge_1189_2252,link,1189,2252,1
edge_1642_219,link,1642,219,1
edge_1592_736,link,1592,736,1
edge_923_2570,link,923,2570,1
edge_386_1142,link,386,1142,1
edge_872_1548,link,872,1548,1
edge_1532_949,link,1532,949,1
edge_267_2435,link,267,2435,1
edge_1029_13,link,1029,13,1
edge_260_120,link,260,120,1
edge_2582_2577,link,2582,2577,1
edge_1882_2372,link,1882,2372,1
edge_1284_117,link,1284,117,1
edge_2679_2345,link,2679,2345,1
edge_776_1421,link,776,1421,1
edge_2313_1401,link,2313,1401,1
edge_1544_141,link,1544,141,1
edge_1803_1681,link,1803,1681,1
edge_2439_1284,link,2439,1284,1
edge_2289_1697,link,2289,1697,1
edge_1223_2584,link,1223,2584,1
edge_2562_691,link,2562,691,1
edge_1196_2330,link,1196,2330,1
edge_2257_1365,link,2257,1365,1
edge_992_275,link,992,275,1
edge_474_2047,link,474,2047,1
edge_2320_1065,link,2320,1065,1
edge_557_2007,link,557,2007,1
edge_2049_596,link,2049,596,1
